ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry,sector,fullTimeEmployees,longBusinessSummary,totalRevenue,grossProfits,freeCashflow,operatingCashflow
TRIP,"TripAdvisor, Inc.",101065,76,Stephen Kaufer,7676612,Travel Services,Consumer Cyclical,3100.0,"TripAdvisor, Inc. operates as an online travel company, primarily engages in the provision of travel guidance products and services worldwide. The company operates in three segments: Tripadvisor Core, Viator, and TheFork. The Tripadvisor Core segment offers travel guidance platforms for travelers to discover, generate, and share authentic user-generated content in the form of ratings and reviews for destinations, points-of-interest, experiences, accommodations, restaurants, and cruises. The Viator's segment provides pure-play experiences online travel agency that evaluates businesses and enables travelers to discover and book tours, activities, and attractions from experience operators. TheFork segment provides an online marketplace that enables diners to discover and book online reservations at restaurants. TripAdvisor, Inc. was founded in 2000 and is headquartered in Needham, Massachusetts.",0.0,1376000000.0,0.0,0.0
TRUE,"TrueCar, Inc.",163598,22,Michael Darrow,3608731,Internet Content & Information,Communication Services,441.0,"TrueCar, Inc. operates as an internet-based information, technology, and communication services company in the United States. It operates its platform on the TrueCar website and mobile applications. Its platform enables users to obtain market-based pricing data on new and used cars, and to connect with its network of TrueCar certified dealers. The company also offers forecast and consulting services regarding determination of the residual value of an automobile at given future points in time, which are used to underwrite automotive loans and leases, and by financial institutions to measure exposure and risk across loan, lease, and fleet portfolios. In addition, it provides TrueCar Trade, which gives consumers information on the value of their trade-in vehicles and enables them to obtain a guaranteed trade-in price before setting foot in the dealership; and DealerScience that provides dealers with advanced digital retailing software tools. The company was formerly known as Zag.com Inc. TrueCar, Inc. was incorporated in 2005 and is headquartered in Santa Monica, California.",161524000.0,145323000.0,-11414250.0,-29137000.0
TTD,"The Trade Desk, Inc.",194939,4283,Jeff Green,834959367,Software—Application,Technology,2770.0,"The Trade Desk, Inc. operates as a technology company in the United States and internationally. The company operates a self-service cloud-based platform that allows buyers to plan, manage, optimize, and measure data-driven digital advertising campaigns across various ad formats and channels, including video, display, audio, digital-out-of-home, native, and social on various devices, such as computers, mobile devices, televisions, and streaming devices. It also provides data and other value-added services. The company serves advertising agencies, brands, and other service providers for advertisers. The Trade Desk, Inc. was incorporated in 2009 and is headquartered in Ventura, California.",1577794944.0,1296672000.0,485791744.0,548734016.0
TTGT,"TechTarget, Inc.",76426,138,Michael Cotoia,10534913,Internet Content & Information,Communication Services,1000.0,"TechTarget, Inc., together with its subsidiaries, provides marketing and sales services that deliver business impact for business-to-business technology companies in North America and internationally. The company provides purchase-intent marketing and sales services for enterprise technology vendors; and customized marketing programs that integrate demand generation, brand advertising techniques, and content curation and creation. It also offers online services, including IT Deal Alert, including priority engine and qualified sales opportunities services; demand solutions, such as white papers, webcasts, podcasts, videocasts, virtual trade shows, and content sponsorships; brand solutions comprise on-network banner advertising and digital sponsorships, off-network banner targeting, and microsites and related formats branding; custom content creation services; and BrightTALK platform that allows customers to create, host and promote webinars, virtual events, and video content. In addition, the company operates an integrated content platform that consists of websites, and webinars and virtual event channels that focus on a specific IT sector, such as storage, security, or networking. Further, it enables registered members to conduct their pre-purchase research by accessing vendor supplied content through its virtual event and webinar channels, and website networks. The company was incorporated in 1999 and is headquartered in Newton, Massachusetts.",297488000.0,221748000.0,67054500.0,90702000.0
TTWO,"Take-Two Interactive Software, Inc.",70096,2,Strauss Zelnick,142996,Electronic Gaming & Multimedia,Communication Services,7799.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, and T2 Mobile Games names. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content, as well as develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. The company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. In addition, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. Further, the company offers Kerbal Space Program, OlliOlli World, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division; and free-to-play mobile games, such as Dragon City, Monster Legends, Two Dots, and Top Eleven. Its products are designed for console gaming systems, including PlayStation 4 and PlayStation 5; Xbox One; the Nintendo's Switch; personal computers; and mobile comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",4833699840.0,2040010000.0,1231206400.0,274584000.0
USM,United States Cellular Corporation,81760,79,Laurent Therivel,6438260,Telecom Services,Communication Services,4900.0,"United States Cellular Corporation provides wireless telecommunications services in the United States. The company offers wireless services, including voice, messaging, and data services. It also provides wireless devices, such as handsets, tablets, mobile hotspots, home phones, and routers, as well as various essentials, including cases, screen protectors, chargers, and memory cards; and consumer electronics comprising audio, home automation, and networking products. In addition, it sells wireless devices to agents and other third-party distributors for resale; and offers option for customers to purchase devices and accessories under installment contracts. Further, the company offers wireless roaming, wireless eligible telecommunications carrier, and wireless tower rental services. It serves consumer, business, and government customers. The company provides its products and services through retail sales, direct sales, telesales, ecommerce, indirect sales, and independent agents, as well as third-party national retailers. United States Cellular Corporation was incorporated in 1983 and is headquartered in Chicago, Illinois. United States Cellular Corporation is a subsidiary of Telephone and Data Systems, Inc.",0.0,2198000000.0,0.0,0.0
VZ,Verizon Communications Inc.,122492,166,Hans Vestberg,20342871,Telecom Services,Communication Services,117100.0,"Verizon Communications Inc., through its subsidiaries, provides communications, technology, information, and entertainment products and services to consumers, businesses, and governmental entities worldwide. It operates in two segments, Verizon Consumer Group (Consumer) and Verizon Business Group (Business). The Consumer segment provides wireless services across the wireless networks in the United States under the Verizon and TracFone brands and through wholesale and other arrangements; and fixed wireless access (FWA) broadband through its wireless networks. It also offers wireline services in the Mid-Atlantic and Northeastern United States, as well as Washington D.C. through its fiber-optic network, Verizon Fios product portfolio, and a copper-based network. The Business segment provides wireless and wireline communications services and products, including data, video, conferencing, corporate networking, security and managed network, local and long-distance voice, network access, and various IoT services and products, as well as FWA broadband through its wireless networks. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was incorporated in 1983 and is headquartered in New York, New York.",136192999424.0,77702000000.0,11937000448.0,38608998400.0
WLY,"John Wiley & Sons, Inc.",54568,91,Brian Napack,4948300,Publishing,Communication Services,9500.0,"John Wiley & Sons, Inc. operates as a research and education company worldwide. The company operates through three segments: Research Publishing & Platforms, Academic & Professional Learning, and Education Services. The Research Publishing & Platforms segment offers scientific, technical, medical, and scholarly journals, as well as related content and services to learned societies, individual researchers, other professionals, and academic, corporate, and government libraries. This segment also publishes physical sciences and engineering, health sciences, social sciences, and humanities and life sciences journals; and provides a publishing software and service for scholarly and professional societies, and publishers to deliver, host, enhance, market, and manage their content on the web through the Literatum platform. It sells and distributes its products through various channels, including research libraries and library consortia, and independent subscription agents, as well as directly to professional society members, bookstores, online booksellers, and other customers. The Academic & Professional Learning segment provides education publishing and professional learning products and services, including scientific, professional, and education print and digital books, digital courseware, and test preparation services to libraries, corporations, students, professionals, and researchers, as well as learning, development, and assessment services for businesses and professionals. This segment distributes its products through chain and online booksellers, libraries, colleges and universities, corporations, direct to consumer, websites, distributor networks, and other online applications. The Education Services segment provides online program management services for higher education institutions and talent development services including placement and training for professionals and businesses. The company was founded in 1807 and is headquartered in Hoboken, New Jersey.",2039426048.0,1445170000.0,153766624.0,234334000.0
WOW,"WideOpenWest, Inc.",64290,92,Teresa Elder,5929085,Telecom Services,Communication Services,1390.0,"WideOpenWest, Inc. provides high speed data, cable television, and digital telephony services to residential and business services customers in the United States. The company's video services include basic cable services that comprise local broadcast television and local community programming; digital cable services; WOW tv+ that offers traditional cable video and cloud DVR functionality, voice remote with Google Assistant, and Netflix integration along with access to various streaming services and apps through the Google Play Store; and commercial-free movies, TV shows, sports, and other special event entertainment programs. Its telephony services consist of local and long-distance telephone services; business telephony and data services include fiber based, office-to-office metro Ethernet, session initiated protocol trunking, colocation infrastructure, cloud computing, managed backup, and recovery services. The company was formerly known as WideOpenWest Kite, Inc. and changed its name to WideOpenWest, Inc. in March 2017. WideOpenWest, Inc. was founded in 2001 and is based in Englewood, Colorado.",0.0,384100000.0,0.0,0.0
WWE,"World Wrestling Entertainment, Inc.",118276,43,Vincent McMahon,5051547,Entertainment,Communication Services,890.0,"World Wrestling Entertainment, Inc., an integrated media and entertainment company, engages in the sports entertainment business in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. It operates through three segments: Media, Live Events, and Consumer Products. The Media segment engages in the production and monetization of long-form and short-form video content across various platforms, including WWE Network, broadcast and pay television, and digital and social media, as well as filmed entertainment. The Live Events segment is involved in the sale of tickets; provision of event services; and sale of travel packages related to its live events. The Consumer Products segment engages in merchandising of WWE branded products, such as video games, toys, and apparel through licensing arrangements and direct-to-consumer sales, as well as through e-commerce platforms. World Wrestling Entertainment, Inc. was founded in 1980 and is headquartered in Stamford, Connecticut.",0.0,561299000.0,0.0,0.0
YELP,Yelp Inc.,101349,99,Jeremy Stoppelman,10044676,Internet Content & Information,Communication Services,4900.0,"Yelp Inc. operates a platform that connects consumers with local businesses in the United States and internationally. The company's platform covers various local business categories, including restaurants, shopping, beauty and fitness, health, and other categories, as well as home, local, auto, professional, pets, events, real estate, and financial services. It provides free and paid advertising products to businesses, which include cost-per-click search advertising and multi-location Ad products, as well as enables businesses to deliver targeted search advertising to local audiences; and business listing page products. The company also offers other services comprising Yelp Guest Manager, a subscription-based suite of front-of-house management tools for restaurants, nightlife and certain other venues, which include online reservations, a waitlist management solution that allows consumers to check wait times and join waitlists remotely as well as through hostless kiosks, and seating and server rotation management tools; Yelp Knowledge program that offers business owners local analytics and insights through access to its historical data and other proprietary content; and Yelp Fusion, which offers free and paid access to content and data for consumer-facing enterprise use through publicly available APIs. In addition, it provides content licensing, as well as allows third-party data providers to update and manage business listing information on behalf of businesses. Further, the company offers its products directly through its sales force; indirectly through partners; and online through its website and business app, as well as non-advertising partner arrangements. It has partnership with Grubhub for providing consumers with a service to place food orders for pickup and delivery. The company was incorporated in 2004 and is headquartered in San Francisco, California.",0.0,1087801000.0,0.0,0.0
ZD,"Ziff Davis, Inc.",70299,233,Vivek Shah,16394111,Advertising Agencies,Communication Services,4400.0,"Ziff Davis, Inc. provides internet information and services in the United States, Canada, Ireland, and internationally. It operates in two segments, Digital Media, and Cybersecurity and Martech. The Digital Media segment operates a portfolio of web properties and apps, which include IGN, RetailMeNot, Mashable, PCMag, Humble Bundle, Speedtest, Offers.com, Black Friday, MedPageToday, Everyday Health, BabyCenter, and What to Expect, among others in the technology, shopping, entertainment, and health and wellness markets. The Cybersecurity and Martech segment provides cloud-based subscription services to consumers and businesses, including cybersecurity, privacy, and marketing technology. The company was formerly known as j2 Global, Inc. and changed its name to Ziff Davis, Inc. in October 2021. Ziff Davis, Inc. was incorporated in 2014 and is headquartered in New York, New York.",1390996992.0,1195443000.0,273568128.0,336444000.0
AAN,"The Aaron's Company, Inc.",33632,178,Douglas Lindsay,5998425,Rental & Leasing Services,Industrials,10060.0,"The Aaron's Company, Inc. provides lease-to-own and retail purchase solutions. It operates through Aaron's Business and BrandsMart segments. The company engages in direct-to-consumer sales and lease ownership of furniture, appliances, electronics, computers, and other home products through company-operated and franchised stores in the United States and Canada, as well as its e-commerce platforms, including aarons.com and brandsmartusa.com. It also manufactures and supplies upholstered furniture. The company was formerly known as Aaron's SpinCo, Inc. The Aaron's Company, Inc. was founded in 1955 and is based in Atlanta, Georgia.",2347713024.0,1184847000.0,594859648.0,202340000.0
AAP,"Advance Auto Parts, Inc.",24960,403,Thomas Greco,10052271,Specialty Retail,Consumer Cyclical,40000.0,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks. The company offers battery accessories; belts and hoses; brakes and brake pads; chassis and climate control parts; clutches and drive shafts; engines and engine parts; exhaust systems and parts; hub assemblies; ignition components and wires; radiators and cooling parts; starters and alternators; and steering and alignment parts. It also offers air conditioning chemicals and accessories; air fresheners; antifreeze and washer fluids; electrical wires and fuses; electronics; floor mats, seat covers, and interior accessories; hand and specialty tools; lighting products; performance parts; sealants, adhesives, and compounds; tire repair accessories; vent shades, mirrors and exterior accessories; washes, waxes and cleaning supplies; and wiper blades. In addition, the company offers air filters; fuel and oil additives; fuel filters; grease and lubricants; motor oils; oil filters, part cleaners and treatments; and transmission fluids for engine maintenance. Further, it offers battery and wiper installation; engine light scanning and checking; electrical system testing, including batteries, starters, and alternators; oil and battery recycling; and loaner tool program services. Additionally, the company sells its products through its website. It serves professional installers and do-it-yourself customers. The company operates stores under the Advance Auto Parts, Autopart International, and Carquest brands, as well as branches under the Worldpac name. The company has stores in the United States, Puerto Rico, the U.S. Virgin Islands, and Canada; and independently owned Carquest branded stores in Mexico, Grand Cayman, Caribbean Islands. The company was founded in 1929 and is based in Raleigh, North Carolina.",11154721792.0,4964672000.0,300170624.0,722222016.0
ABG,"Asbury Automotive Group, Inc.",66857,111,David Hult,7452895,Auto & Truck Dealerships,Consumer Cyclical,13000.0,"Asbury Automotive Group, Inc., together with its subsidiaries, operates as an automotive retailer in the United States. It offers a range of automotive products and services, including new and used vehicles; and vehicle repair and maintenance services, replacement parts, and collision repair services. The company also provides finance and insurance products, including arranging vehicle financing through third parties; and aftermarket products, such as extended service contracts, guaranteed asset protection debt cancellation, prepaid maintenance, and disability and accident insurance. Asbury Automotive Group, Inc. was founded in 1996 and is based in Duluth, Georgia.",15104400384.0,3100600000.0,342249984.0,458700000.0
ABNB,"Airbnb, Inc.",202541,1,Brian Chesky,132152,Travel Services,Consumer Cyclical,6811.0,"Airbnb, Inc., together with its subsidiaries, operates a platform that enables hosts to offer stays and experiences to guests worldwide. The company's marketplace model connects hosts and guests online or through mobile devices to book spaces and experiences. It primarily offers private rooms, primary homes, or vacation homes. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",8399000064.0,6900000000.0,2602437376.0,3430000128.0
ADNT,Adient plc,18799,758,Douglas Del Grosso,14242424,Auto Parts,Consumer Cyclical,75000.0,"Adient plc, an investment holding company, engages in the design, development, manufacture, and market of seating systems and components for passenger cars, commercial vehicles, and light trucks. The company's automotive seating solutions include complete seating systems, frames, mechanisms, foams, head restraints, armrests, and trim covers. It serves automotive original equipment manufacturers in the Americas, including North America and South America; Europe, Middle East, and Africa; and Asia Pacific. Adient plc was incorporated in 2016 and is based in Dublin, Ireland.",0.0,775000000.0,0.0,0.0
ADT,"ADT, Inc.",67604,111,James DeVries,7479792,Security & Protection Services,Industrials,22000.0,"ADT Inc. provides security, automation, and smart home solutions to consumer and business customers in the United States. It operates through Consumer and Small Business, Commercial, and Solar segments. The company provides a range of fire detection, fire suppression, video surveillance, and access control systems to residential, commercial, and multi-site customers. It primarily offers monitored security and automation solutions, including the installation and monitoring of security and premises automation systems designed to detect intrusion, control access, sense movement, smoke, fire, carbon monoxide, flooding, temperature, and other environmental conditions and hazards; and address personal emergencies, such as injuries or unanticipated falls. The company also provides automation and smart home solutions that allow customers to use their smart phones or touchscreen panels in their homes to arm and disarm their security systems; record and view real-time video; and creates customized and automated schedules for managing lights, thermostats, appliances, garage doors, cameras, and other connected devices, as well as offers monitoring and maintenance services. It offers its products under the ADT, ADT Pulse, Protection 1, ADT Commercial, and ADT Solar names. The company was formerly known as Prime Security Services Parent, Inc. and changed its name to ADT Inc. in September 2017. ADT Inc. was founded in 1874 and is headquartered in Boca Raton, Florida.",0.0,4355462000.0,0.0,0.0
AEO,"American Eagle Outfitters, Inc.",8439,1763,Jay Schottenstein,14875447,Apparel Retail,Consumer Cyclical,8000.0,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands in the United States and internationally. The company provides jeans, apparel and accessories, and personal care products for women and men; and intimates, apparel, activewear, and swim collections. It also offers menswear products under the Todd Snyder New York brand; and fashion clothing and accessories under the Unsubscribed brand. The company sells its products through retail stores; digital channels, such as www.ae.com, www.aerie.com, www.toddsnyder.com, and www.unsubscribed.com; and applications. American Eagle Outfitters, Inc. was founded in 1977 and is headquartered in Pittsburgh, Pennsylvania.",4989833216.0,1745248000.0,80766376.0,406296000.0
AMZN,"Amazon.com, Inc.",32855,6474,Andrew Jassy,212701169,Internet Retail,Consumer Cyclical,1541000.0,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions through online and physical stores in North America and internationally. It operates through three segments: North America, International, and Amazon Web Services (AWS). The company's products offered through its stores include merchandise and content purchased for resale; and products offered by third-party sellers. It also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, Blink, eero, and Echo; and develops and produces media content. In addition, the company offers programs that enable sellers to sell their products in its stores; and programs that allow authors, musicians, filmmakers, Twitch streamers, skill and app developers, and others to publish and sell content. Further, it provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, and digital content subscriptions. Additionally, the company offers Amazon Prime, a membership program. It serves consumers, sellers, developers, enterprises, content creators, and advertisers. The company was incorporated in 1994 and is headquartered in Seattle, Washington.",524896993280.0,225152000000.0,9030625280.0,54329999360.0
AN,"AutoNation, Inc.",64057,150,Michael Manley,8513663,Auto & Truck Dealerships,Consumer Cyclical,23600.0,"AutoNation, Inc., through its subsidiaries, operates as an automotive retailer in the United States. The company operates through three segments: Domestic, Import, and Premium Luxury. It offers a range of automotive products and services, including new and used vehicles; and parts and services, such as automotive repair and maintenance, and wholesale parts and collision services. The company also provides automotive finance and insurance products comprising vehicle services and other protection products, as well as arranges finance for vehicle purchases through third-party finance sources. It owns and operates 343 new vehicle franchises from 247 stores located primarily in metropolitan markets in the Sunbelt region, as well as 55 AutoNation-branded collision centers, 13 AutoNation USA used vehicle stores, 4 AutoNation-branded automotive auction operations, and 3 parts distribution centers. AutoNation, Inc. was incorporated in 1991 and is headquartered in Fort Lauderdale, Florida.",26630899712.0,5265300000.0,383312512.0,1534899968.0
ANF,Abercrombie & Fitch Co.,3915,3282,Fran Horowitz,12851399,Apparel Retail,Consumer Cyclical,7200.0,"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer in the United States, Europe, the Middle East, Asia, the Asia-Pacific, Canada, and internationally. The company operates through two segments, Hollister and Abercrombie. It offers an assortment of apparel, personal care products, and accessories for men, women, and kids under the Hollister, Gilly Hicks, Social Tourist, Abercrombie & Fitch, and abercrombie kids brands. The company sells products through its stores; various wholesale, franchise, and licensing arrangements; and e-commerce platforms. Abercrombie & Fitch Co. was founded in 1892 and is headquartered in New Albany, Ohio.",3697751040.0,2104538000.0,-86964376.0,-2343000.0
APEI,"American Public Education, Inc.",29408,102,Angela Selden,2994052,Education & Training Services,Consumer Defensive,2357.0,"American Public Education, Inc., together with its subsidiaries, provides online and campus-based postsecondary education and career learning. It operates through three segments: American Public University System, Rasmussen University, and Hondros College of Nursing. The company offers 136 degree programs and 115 certificate programs in various fields of study, including nursing, public health, public administration, and business administration. It also provides nursing-and health sciences-focused postsecondary education, diploma in practical nursing, and an associate degree in nursing. The company was incorporated in 1991 and is headquartered in Charles Town, West Virginia.",606328000.0,317856000.0,18655500.0,29215000.0
APTV,Aptiv Plc,7402,1992,Kevin Clark,14744780,Auto Parts,Consumer Cyclical,160000.0,"Aptiv PLC engages in design, manufacture, and sale of vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segments, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical technologies and services for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, autonomous driving technologies, and end-to-end DevOps tools. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was incorporated in 2011 and is based in Dublin, Ireland.",0.0,2646000000.0,0.0,0.0
ARKO,ARKO Corp.,24241,263,Arie Kotler,6375923,Specialty Retail,Consumer Cyclical,12223.0,"Arko Corp. operates convenience stores in the United States. It operates through Retail, Wholesale, Fleet Fueling, and GPM Petroleum segments. The Retail segment engages in the sale of fuel and merchandise to retail consumers. Its Wholesale segment supplies fuel to third-party dealers and consignment agents. The Fleet Fueling segment supplies fuel to proprietary and third-party cardlock, and issuance of proprietary fuel cards. Its GPM Petroleum segment supplies fuel to retail and wholesale segments. The company is based in Richmond, Virginia.",9142799360.0,1139725000.0,76143504.0,209256000.0
ARMK,Aramark,15154,880,John Zillmer,13324828,Specialty Business Services,Industrials,273875.0,"Aramark provides food, facilities, and uniform services to education, healthcare, business and industry, sports, leisure, and corrections clients in the United States and internationally. It operates through three segments: Food and Support Services United States, Food and Support Services International, and Uniform and Career Apparel. The company offers food-related managed services, including dining, catering, food service management, and convenience-oriented retail services; non-clinical support services, such as patient food and nutrition, retail food, and procurement services; and plant operations and maintenance, custodial/housekeeping, energy management, grounds keeping, and capital project management services. It also provides on-site restaurants, catering, convenience stores, and executive dining services; beverage and vending services; and facility management services comprising landscaping, transportation, payment, and other facility consulting services relating to building operations. In addition, the company offers concessions, banquet, and catering services; retail services and merchandise sale, recreational, and lodging services; and facility management services at sports, entertainment, and recreational facilities. Further, the company offers correctional food; and operates commissaries, laundry facilities, and property rooms. Additionally, it provides design, sourcing and manufacturing, delivery, cleaning, maintenance, and marketing services for uniforms and accessories; provides managed restroom services; work clothing, outerwear, and item related services that include mats, towels, linens, and first aid supplies. The company was formerly known as ARAMARK Holdings Corporation. Aramark was founded in 1959 and is based in Philadelphia, Pennsylvania.",16979361792.0,2489675000.0,93274248.0,590681024.0
ASO,"Academy Sports and Outdoors, Inc.",19284,596,Ken Hicks,11484293,Specialty Retail,Consumer Cyclical,11005.0,"Academy Sports and Outdoors, Inc., through its subsidiaries, operates as a sporting goods and outdoor recreational retailer in the United States. The company outdoor division comprises camping products, such as coolers and drinkware, camping accessories and equipment, sunglasses, backpacks, and sports bags; fishing products including marine equipment and fishing rods, reels, and baits and equipment; and hunting products, which includes firearms, ammunition, archery and archery equipment, camouflage apparel, waders, shooting accessories, optics, airguns, and hunting equipment. Its sports and recreation division offers fitness equipment, fitness accessories, and nutrition supplies; team and specialty sports equipment including baseball, football, basketball, soccer, golf, racket sports, and volleyball; recreation products, which includes patio furniture, outdoor cooking, trampolines, play sets, watersports, and pet equipment, as well as wheeled goods including bicycles, skateboards, and other ride-on toys; and electronics, watches, and front-end products, such as consumables, batteries, etc. The company's apparel division provides range of products, which includes outdoor and seasonal apparel, denim, work apparel, graphic t-shirts, and accessories; boys and girls outdoor, and athletic apparel; sporting and fitness apparel; and professional and collegiate team licensed apparel and accessories. Its footwear division offers casual shoes, slippers, seasonal footwear, and socks; work and western boots, shoes, and hunting footwear; boys and girls athletic footwear; athletic footwear, such as running shoes, athletic lifestyle, and training shoes; and team and specialty sports footwear, and slides. The company sells its products under the Academy Sports + Outdoors, Magellan Outdoors, BCG, O'rageous, Game Winner, Outdoor Gourmet, and Freely brand names. Academy Sports and Outdoors, Inc. was founded in 1938 and is headquartered in Katy, Texas.",6395073024.0,2212502000.0,285025504.0,552004992.0
ATGE,Adtalem Global Education Inc.,42016,176,Stephen Beard,9204332,Education & Training Services,Consumer Defensive,4682.0,"Adtalem Global Education Inc. provides workforce solutions worldwide. It operates through three segments, Chamberlain, Walden, and Medical and Veterinary. The Chamberlain segment offers degree and non-degree programs in the nursing and health professions postsecondary education industry. This segment operates Chamberlain University. The Walden segment offers online certificates, bachelor's, master's, and doctoral degrees, including nursing, education, counseling, business, psychology, public health, social work and human services, public administration and public policy, and criminal justice. This segment also operates Walden University. The Medical and Veterinary segment provides degree and non-degree programs in the medical and veterinary postsecondary education industry. This segment operates American University of the Caribbean School of Medicine, Ross University School of Medicine, and Ross University School of Veterinary Medicine. The company was formerly known as DeVry Education Group Inc. and changed its name to Adtalem Global Education Inc. in May 2017. Adtalem Global Education Inc. was incorporated in 1987 and is based in Chicago, Illinois.",0.0,727346000.0,0.0,0.0
AXL,"American Axle & Manufacturing Holdings, Inc.",38032,294,David Dauch,11176460,Auto Parts,Consumer Cyclical,19000.0,"American Axle & Manufacturing Holdings, Inc., together with its subsidiaries, designs, engineers, and manufactures driveline and metal forming technologies that supports electric, hybrid, and internal combustion vehicles. It operates through Driveline and Metal Forming segments. The Driveline segment offers front and rear axles, driveshafts, differential assemblies, clutch modules, balance shaft systems, disconnecting driveline technology, and electric and hybrid driveline products and systems for light trucks, sport utility vehicles, crossover vehicles, passenger cars, and commercial vehicles. The Metal Forming segment provides range of products, such as engine, transmission, driveline, and safety-critical components for traditional internal combustion engine and electric vehicle architectures including light vehicles, commercial vehicles, and off-highway vehicles, as well as products for industrial markets. It operates across Brazil, China, Czech Republic, England, France, Germany, India, Japan, Luxembourg, Mexico, Poland, Romina, Scotland, South Korea, Spain, Sweden, Thailand, and United States of America. The company was founded in 1994 and is headquartered in Detroit, Michigan.",0.0,665800000.0,0.0,0.0
AZO,"AutoZone, Inc.",31751,451,William Rhodes III,14330010,Specialty Retail,Consumer Cyclical,69440.0,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. Its products include A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. In addition, the company offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. Further, it provides air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products, as well as towing services. Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. It has stores in the United States,  Mexico, and Brazil. The company was founded in 1979 and is based in Memphis, Tennessee.",16889625600.0,8472650000.0,1855074432.0,3219450112.0
BBBY,Bed Bath & Beyond Inc.,18652,524,Mark Tritton,9775622,Specialty Retail,Consumer Cyclical,32000.0,"Bed Bath & Beyond Inc., together with its subsidiaries, operates a chain of retail stores. It sells a range of domestics merchandise, including bed linens and related items, bath items, and kitchen textiles; and home furnishings, such as kitchen and tabletop items, fine tabletop, basic housewares, general home furnishings, consumables, and various juvenile products. The company operates stores under the name Bed Bath & Beyond, buybuy BABY, Harmon, Harmon Face Values or Face Values. It also offers products through various Websites and applications comprising bedbathandbeyond.com, bedbathandbeyond.ca, harmondiscount.com, facevalues.com, buybuybaby.com, buybuybaby.ca, and decorist.com. In addition, the company operates Decorist, an online interior design platform that provides personalized home design services. Bed Bath & Beyond Inc. was incorporated in 1971 and is headquartered in Union, New Jersey. On April 23, 2023, Bed Bath & Beyond Inc. along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the District of New Jersey.",6210944000.0,2620691000.0,-552069312.0,-607419008.0
